target_resolved,target_symbol,address_class,write_count,write_pcs,write_classes,widths,bitmasks,indexed_write_count,unresolved_indexed_write_count,routine_labels,dispatcher_contexts,candidate_roles,highest_confidence,hardware_reachability_status,diagnostic_only_status,preserved_driver_relevance,keep_drop_replace_candidate,review_priority,notes
$029A,L029A,internal_ram:1,1,90DC,store:1,8:1,,0,0,L90DC,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$029B,L029B,internal_ram:3,3,747B;74A7;74AD,store:2|clear:1,16:2|8:1,,0,0,L7473;L747E;L74AD,,ram_state_or_intermediate:3,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$029D,L029D,internal_ram:3,3,92CD;9337;9648,store:3,8:2|16:1,,0,0,L92C4;L932D;L9637,,ram_state_or_intermediate:3,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$029F,L029F,internal_ram:1,1,92D0,store:1,8:1,,0,0,L92C4,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$02A0,L02A0,internal_ram:4,4,92E4;9364;93BB;9654,store:4,8:3|16:1,,0,0,L92E4;L9364;L93B1;L964D,,ram_state_or_intermediate:4,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$02A1,L02A1,internal_ram:1,1,9361,store:1,8:1,,0,0,L935F,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$02A2,L02A2,internal_ram:2,2,92E7;937B,store:2,8:2,,0,0,L92E4;L937B,,ram_state_or_intermediate:2,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$02A3,L02A3,internal_ram:4,4,94CF;968D;9EB8;A016,store:4,16:4,,0,0,L946E;L9673;L9EA0;LA016,,ram_state_or_intermediate:4,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$02A5,L02A5,internal_ram:2,2,94D2;9FFF,store:2,16:2,,0,0,L946E;L9FFF,,ram_state_or_intermediate:2,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$02A7,L02A7,internal_ram:5,5,92AD;9309;933D;9664;A346,store:5,16:3|8:2,,0,0,L92A4;L9301;L932D;L9659;LA32A,,ram_state_or_intermediate:5,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$02A9,L02A9,internal_ram:4,4,92B0;9301;A11C;A239,store:4,8:3|16:1,,1,0,L92A4;L9301;LA115;LA238,,ram_state_or_intermediate:4,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$02AA,L02AA,internal_ram:6,6,92C4;9327;9395;93C1;9670;A359,store:6,8:3|16:3,,0,0,L92C4;L931F;L9395;L93B1;L9669;LA34B,,ram_state_or_intermediate:6,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$02AB,L02AB,internal_ram:1,1,9392,store:1,8:1,,0,0,L9390,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$02AC,L02AC,internal_ram:4,4,92C7;931F;93AC;A127,store:4,8:4,,0,0,L92C4;L931F;L93AC;LA124,,ram_state_or_intermediate:4,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$02AD,L02AD,internal_ram:4,4,94BF;9695;9EC4;A03E,store:4,16:4,,0,0,L946E;L9692;L9EA0;LA03E,,ram_state_or_intermediate:4,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$02AF,L02AF,internal_ram:2,2,94C2;A027,store:2,16:2,,0,0,L946E;LA027,,ram_state_or_intermediate:2,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$02B1,L02B1,internal_ram:2,2,92ED;9F10,store:2,8:2,,0,0,L92E4;L9F0D,,ram_state_or_intermediate:2,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$02B2,L02B2,internal_ram:1,1,9F99,store:1,8:1,,0,0,L9F96,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$02C8,L02C8,internal_ram:2,2,E34C;E42F,store:2,8:2,,0,0,LE32E;LE42F,,ram_state_or_intermediate:2,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$02C9,L02C9,internal_ram:2,2,7693;E36D,store:2,8:2,,0,0,L7693;LE32E,,ram_state_or_intermediate:2,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$02CA,L02CA,internal_ram:2,2,E373;E434,store:1|read_modify_write:1,8:2,,0,0,LE32E;LE434,,ram_state_or_intermediate:2,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$02CB,L02CB,internal_ram:2,2,E357;E474,store:2,8:2,,0,0,LE32E;LE464,,ram_state_or_intermediate:2,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$02CC,L02CC,internal_ram:2,2,E362;E447,store:1|read_modify_write:1,8:2,,0,0,LE32E;LE43C,,ram_state_or_intermediate:2,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$02CD,L02CD,internal_ram:2,2,7543;7D69,store:2,8:2,,0,0,L7535;L7D4B,,ram_state_or_intermediate:2,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$02CE,L02CE,internal_ram:6,6,7456;75C8;7638;764A;7D6C;A5BB,store:6,8:6,,0,0,L741D;L75C8;L7638;L7D4B;LA5AD,,ram_state_or_intermediate:6,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$02CF,L02CF,internal_ram:2,2,7E6F;7E83,store:2,16:2,,0,0,L7E6F;L7E7D,,ram_state_or_intermediate:2,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$02D1,L02D1,internal_ram:1,1,74CD,store:1,16:1,,0,0,L74CD,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$02F3,L02F3,internal_ram:3,3,C59B;C606;C61D,store:3,8:3,,0,0,LC583;LC606;LC619,,ram_state_or_intermediate:3,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$02F4,L02F4,internal_ram:1,1,C620,store:1,16:1,,0,0,LC620,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$02F6,L02F6,internal_ram:6,6,7233;9230;B129;B15A;B1BF;B1CB,store:6,16:4|8:2,,0,0,L720C;L9226;LB116;LB15A;LB1AC,,ram_state_or_intermediate:6,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$032B,L032B,internal_ram:3,3,B9DC;BA22;BC2D,store:3,8:3,,0,0,LB9C9;LBA11;LBC15,,ram_state_or_intermediate:3,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$0360,L0360,internal_ram:7,7,F634;F7B7;F8EF;F8F9;F9B0;FA38;FA52,store:5|read_modify_write:2,8:4|16:3,,0,0,LF632;LF793;LF8E6;LF8F4;LF9B0;LFA28;LFA4D,,ram_state_or_intermediate:7,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$0361,L0361,internal_ram:4,4,F60E;F8EC;F91F;FA33,store:4,8:4,,0,0,LF5E8;LF8E6;LF90B;LFA28,,ram_state_or_intermediate:4,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$0362,L0362,internal_ram:8,8,F605;F7B4;F8FC;F94B;F97F;F9A8;FA28;FA4F,store:8,16:8,,0,0,LF5E8;LF793;LF8F4;LF94B;LF965;LF99C;LFA28;LFA4D,,ram_state_or_intermediate:8,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$0364,L0364,internal_ram:2,2,F9C0;FAC4,store:1|read_modify_write:1,8:2,,0,0,LF9B9;LFAB9,near_output_control_dispatcher_FAA5,ram_state_or_intermediate:2,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_review_dispatch_context,high,near dispatcher context; require dispatcher reverse-map join
$0365,L0365,internal_ram:3,3,F613;F84A;F960,store:3,8:3,,0,0,LF5E8;LF84A;LF955,,ram_state_or_intermediate:3,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$0366,L0366,internal_ram:1,1,F8CC,store:1,8:1,,0,0,LF8C9,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$0367,L0367,internal_ram:2,2,F78C;F914,store:1|clear:1,8:2,,0,0,LF781;LF90B,,ram_state_or_intermediate:2,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$0368,L0368,internal_ram:2,2,F7C3;F7E6,store:2,16:2,,0,0,LF7BA;LF7D3,,ram_state_or_intermediate:2,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$036A,L036A,internal_ram:3,3,F7CE;F7D9;F7E3,store:3,16:3,,0,0,LF7BA;LF7D3,,ram_state_or_intermediate:3,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$038E,L038E,internal_ram:2,2,F77A;F796,clear:2,8:2,,0,0,LF777;LF793,,ram_state_or_intermediate:2,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$0399,L0399,internal_ram:2,2,F703;F793,store:1|clear:1,8:2,,0,0,LF702;LF793,,ram_state_or_intermediate:2,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$0802,L0802,absolute_memory_or_table:1,1,748A,store:1,16:1,,1,0,L747E,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$0804,L0804,absolute_memory_or_table:1,1,748E,store:1,16:1,,1,0,L747E,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$0806,L0806,absolute_memory_or_table:1,1,7492,store:1,16:1,,1,0,L747E,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$0808,L0808,absolute_memory_or_table:1,1,7496,store:1,16:1,,1,0,L747E,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$080A,L080A,absolute_memory_or_table:1,1,749A,store:1,16:1,,1,0,L747E,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$080C,L080C,absolute_memory_or_table:3,3,749E;7C09;D4CB,store:1|read_modify_write:1|clear:1,8:2|16:1,,1,0,L747E;L7BE6;LD4CB,,ram_state_or_intermediate:3,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$080D,L080D,absolute_memory_or_table:1,1,7C0C,store:1,16:1,,0,0,L7BE6,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$080E,L080E,absolute_memory_or_table:1,1,74A2,store:1,16:1,,1,0,L747E,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$080F,L080F,absolute_memory_or_table:1,1,D4D1,store:1,16:1,,0,0,LD4CB,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$0811,L0811,absolute_memory_or_table:1,1,D4D6,store:1,8:1,,0,0,LD4D6,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
